movieid,year,isEnglish,country,runningtime
2247594,4,T,USA,1
2247913,3,T,USA,1
2248232,4,T,USA,3
2248438,4,T,USA,1
2248473,4,T,UK,1
2248574,4,T,other,3
2248580,3,T,other,3
2249442,4,T,USA,1
2250014,3,F,other,3
2250495,4,T,USA,3
2250593,4,T,USA,1
2250599,4,T,USA,2
2251093,4,T,USA,3
2251197,2,F,other,3
2251241,3,T,USA,1
2251547,4,T,USA,3
2251761,3,T,USA,3
2251833,4,F,other,1
2252075,4,T,USA,1
2252158,3,T,other,1
2252485,4,T,USA,1
2252917,4,F,other,1
2253153,4,T,USA,1
2253332,4,T,USA,1
2253441,3,T,UK,2
2253567,4,T,USA,2
2254216,3,T,USA,2
2254219,3,T,USA,2
2254327,2,T,USA,3
2255035,3,F,other,3
2255064,3,F,other,2
2255408,4,F,other,1
2256004,4,T,USA,1
2256605,4,T,UK,2
2257031,4,T,USA,2
2257033,4,T,USA,2
2257129,3,T,USA,3
2257265,2,T,USA,1
2257381,4,T,UK,2
2257901,3,T,USA,1
2257904,4,T,USA,2
2257905,4,T,USA,1
2257906,4,T,USA,1
2258068,4,T,USA,2
2258079,4,T,USA,1
2258163,4,T,USA,1
2258248,4,T,USA,3
2258328,4,T,USA,3
2258588,4,T,USA,2
2258957,4,F,other,1
2258958,4,T,USA,1
2259483,2,T,USA,3
2259508,3,T,other,3
2259556,4,T,other,2
2259586,4,T,USA,2
2259786,2,F,USA,1
2261350,3,T,USA,2
2261353,3,T,UK,1
2261598,2,T,USA,1
2261929,3,T,USA,2
2262428,3,T,USA,1
2262464,4,T,USA,3
2262957,3,T,USA,3
2263106,3,T,USA,1
2263331,3,T,USA,3
2263670,4,T,UK,3
2263826,4,T,USA,3
2264538,4,T,USA,1
2264592,4,T,UK,3
2264815,4,T,USA,3
2265148,3,F,France,3
2265188,4,T,UK,3
2265452,4,T,UK,2
2265563,4,T,USA,0
2265771,4,T,USA,1
2266198,4,T,USA,2
2266555,4,T,USA,1
2266574,4,T,USA,1
2266575,4,T,USA,2
2266691,4,T,USA,1
2266891,4,T,other,2
2267111,3,T,USA,2
2267114,4,T,USA,1
2267116,4,T,USA,1
2267118,4,T,USA,1
2267120,4,T,USA,1
2267121,4,T,USA,1
2267434,4,T,USA,2
2267673,3,T,USA,3
2267777,3,T,USA,3
2267780,4,T,USA,3
2267781,4,T,USA,2
2268063,4,F,France,2
2268776,3,T,USA,3
2269366,3,T,USA,2
2269410,3,T,other,1
2269426,3,T,other,2
2269444,4,T,USA,1
2270182,4,F,UK,3
2270749,3,T,France,3
2271178,2,T,USA,1
2271822,4,T,USA,3
2271870,4,T,USA,1
2272308,4,T,USA,2
2272532,4,T,USA,2
2273044,4,T,USA,2
2273048,4,T,USA,2
2273174,4,T,USA,2
2273896,4,T,other,1
2274575,4,T,USA,3
2274590,4,T,USA,2
2274790,4,T,USA,3
2274852,4,T,UK,3
2274949,4,T,UK,2
2275139,4,T,USA,3
2275181,4,T,France,3
2275543,4,T,other,2
2275635,3,T,USA,3
2275709,4,T,UK,2
2276353,3,T,USA,2
2276841,4,T,USA,2
2276914,3,T,USA,1
2277269,4,F,France,2
2277334,4,T,USA,3
2277505,4,T,USA,1
2277506,4,T,USA,1
2278340,2,T,USA,1
2278576,3,T,other,1
2278585,4,T,other,1
2279852,4,T,USA,3
2280097,3,T,USA,2
2280098,4,T,USA,2
2280101,4,T,other,1
2280125,3,T,USA,3
2280126,4,T,USA,1
2280376,4,T,USA,1
2280997,4,T,USA,3
2281105,4,T,other,2
2281160,4,T,USA,1
2281612,4,T,USA,1
2282360,4,T,USA,3
2285092,4,F,other,1
2285138,3,T,UK,1
2285139,3,T,UK,2
2285647,4,T,USA,2
2285997,4,T,USA,1
2286681,4,T,USA,3
2287637,4,T,USA,2
2288084,4,T,USA,1
2288257,4,T,USA,2
2288625,3,T,USA,3
2288828,3,T,USA,3
2288908,2,T,USA,1
2288969,2,T,USA,1
2289039,4,T,USA,3
2289215,4,T,UK,1
2289279,3,T,UK,3
2289300,4,T,USA,1
2290129,4,T,USA,2
2290136,4,T,USA,2
2290316,4,F,other,3
2290489,4,T,USA,3
2290562,4,F,other,1
2290793,4,T,USA,3
2291501,4,T,USA,3
2291903,4,T,other,2
2291994,2,T,USA,1
2292109,4,T,UK,1
2292470,4,T,USA,1
2292610,4,T,USA,2
2292773,4,T,USA,2
2292920,4,T,USA,2
2293200,4,T,USA,2
2293416,2,T,USA,3
2293483,3,F,other,1
2293500,2,T,USA,3
2293587,2,T,USA,3
2293915,4,T,USA,1
2294497,4,T,USA,3
2294518,3,T,USA,3
2294990,4,T,USA,2
2295106,4,T,other,1
2295575,3,T,USA,3
2296145,4,F,France,1
2296438,4,T,USA,1
2296667,4,T,USA,3
2296892,3,F,other,3
2296987,4,T,other,1
2297049,4,T,USA,3
2297404,4,T,USA,3
2297836,4,T,USA,3
2298189,4,T,USA,1
2298460,3,T,USA,1
2298603,4,T,USA,1
2298717,3,T,UK,2
2298804,4,T,USA,2
2299047,4,T,USA,2
2299492,4,T,USA,3
2299646,4,T,UK,2
2299999,4,T,USA,1
2300104,3,T,USA,1
2300162,3,T,USA,1
2300333,4,T,USA,3
2300351,4,T,UK,3
2300354,4,T,USA,3
2300450,4,T,USA,2
2301689,4,T,USA,0
2301991,2,T,UK,1
2302051,4,T,UK,2
2302418,4,T,USA,1
2302526,4,T,USA,3
2302661,4,F,France,2
2303621,4,T,USA,1
2303953,4,T,USA,1
2304264,4,T,USA,3
2304330,3,T,USA,2
2305025,4,T,USA,1
2305197,4,T,USA,1
2305466,4,T,USA,2
2305587,4,T,USA,3
2305931,3,T,USA,1
2305974,4,T,France,2
2305976,4,T,USA,3
2306194,4,T,USA,2
2306197,4,T,USA,3
2306201,4,T,USA,2
2307015,4,T,other,1
2307071,2,T,USA,1
2307228,3,T,USA,3
2307246,3,T,USA,3
2307247,3,T,USA,2
2307248,4,T,USA,1
2307289,4,T,USA,2
2307534,4,T,USA,1
2307985,3,T,USA,3
2308229,2,T,USA,3
2308305,4,F,France,2
2308476,3,T,other,2
2308720,4,T,USA,3
2308725,4,T,UK,3
2308730,4,T,USA,3
2308758,3,T,UK,3
2308889,4,T,other,1
2308916,4,T,USA,1
2309076,4,T,UK,3
2309334,3,T,UK,3
2309427,4,T,USA,2
2309617,2,T,USA,1
2310074,4,T,USA,2
2310119,3,T,USA,3
2310159,4,T,UK,3
2310222,4,F,France,1
2310236,4,T,USA,3
2310265,4,F,France,2
2310722,4,T,UK,2
2310724,3,T,USA,2
2310851,4,F,other,2
2310980,4,T,USA,3
2311011,3,T,USA,2
2311879,4,T,USA,3
2311916,4,T,other,1
2312022,4,T,USA,3
2312345,4,T,USA,3
2312692,3,T,USA,1
2312819,3,T,USA,2
2312852,4,T,USA,3
2312897,4,T,USA,3
2313047,4,T,USA,1
2313093,4,T,USA,2
2313464,4,T,USA,2
2313519,4,T,USA,1
2313912,4,T,USA,1
2314869,4,T,USA,2
2315269,4,T,USA,2
2316009,2,T,UK,1
2316029,2,T,USA,2
2316046,2,T,USA,3
2316049,4,T,other,3
2316115,3,F,other,3
2316742,4,T,UK,3
2316800,4,T,USA,1
2316801,4,T,USA,2
2318730,2,T,USA,1
2318736,4,F,France,2
2319753,4,F,France,3
2320925,4,F,other,3
2321221,4,F,France,2
2321373,4,T,UK,2
2321444,2,T,USA,3
2321525,4,T,USA,2
2321649,4,F,other,2
2322051,4,T,other,3
2323351,3,T,UK,1
2324074,4,T,UK,1
2324123,4,T,USA,3
2324198,4,T,USA,2
2324383,4,T,USA,2
2325153,4,T,USA,1
2325529,4,T,USA,3
2325646,3,F,other,2
2325897,4,T,USA,3
2325936,4,T,USA,2
2325949,4,F,other,3
2326309,4,T,USA,3
2327740,4,T,USA,3
2327746,4,T,USA,3
2327747,4,T,USA,3
2327816,4,T,other,2
2328405,4,T,USA,1
2328488,4,T,USA,2
2328882,4,T,USA,3
2329335,4,T,USA,2
2329715,4,T,UK,2
2330057,2,T,UK,1
2330470,4,T,France,3
2332489,4,T,USA,3
2333344,4,T,other,1
2333494,4,T,USA,3
2333527,4,T,USA,2
2334512,4,T,USA,1
2334625,3,T,USA,3
2334876,4,T,USA,1
2335038,4,T,USA,3
2335264,4,F,France,1
2335400,1,T,USA,1
2335431,3,T,USA,3
2335622,4,T,USA,3
2336864,4,T,USA,2
2337754,4,T,USA,1
2338199,4,T,USA,2
2338375,2,T,USA,2
2338484,4,T,UK,3
2338685,4,T,USA,2
2338707,3,T,USA,2
2338708,4,T,other,2
2338711,3,T,USA,3
2338714,3,T,USA,2
2338941,4,T,USA,1
2338963,4,T,USA,3
2339096,2,T,USA,2
2339103,4,F,other,3
2339111,4,T,UK,1
2339246,3,T,USA,2
2339347,2,T,USA,3
2339477,4,T,USA,3
2339491,4,T,UK,2
2340287,4,T,USA,2
2341003,4,T,USA,1
2341046,4,T,USA,1
2341100,4,T,France,2
2341160,4,T,USA,2
2341171,4,T,USA,2
2341509,4,F,France,2
2342626,1,T,USA,0
2342997,4,T,other,2
2344403,4,T,UK,2
2344573,4,T,UK,2
2344675,4,T,USA,3
2345354,4,T,France,3
2345742,4,F,other,2
2346707,4,F,other,1
2346713,4,F,other,3
2346939,4,T,UK,3
2348226,4,T,USA,2
2349123,4,T,USA,3
2349163,4,T,other,1
2349269,4,T,UK,2
2349430,4,T,other,1
2349784,3,T,UK,3
2350234,2,T,USA,2
2350339,4,T,USA,2
2350378,4,T,USA,2
2350992,4,T,other,2
2351245,4,T,USA,2
2351246,4,T,USA,2
2351693,4,T,USA,2
2351717,4,T,USA,3
2351845,4,T,USA,2
2351885,2,T,USA,1
2351904,4,T,USA,1
2351925,3,T,USA,1
2352948,4,T,USA,2
2353641,4,T,USA,2
2353781,4,T,USA,1
2353895,4,T,USA,1
2353900,4,T,USA,1
2354011,4,T,USA,1
2354219,3,T,USA,1
2354226,3,T,USA,1
2354247,4,T,USA,3
2354271,3,T,USA,1
2354392,4,T,USA,2
2354396,4,T,USA,1
2354438,4,T,USA,1
2354464,4,T,USA,2
2354674,4,T,UK,2
2354792,4,T,USA,3
2354959,4,T,USA,2
2355275,4,T,USA,1
2355276,4,T,USA,1
2355303,4,T,USA,1
2355555,4,T,UK,2
2355625,4,T,USA,3
2355661,4,T,USA,1
2355719,4,T,USA,1
2355904,3,T,UK,2
2356134,4,T,other,3
2356224,4,T,other,3
2356287,4,T,other,1
2356460,4,F,France,3
2356755,4,T,USA,2
2357080,4,T,USA,3
2357240,4,T,USA,1
2357424,4,T,USA,1
2357437,4,T,USA,3
2357543,2,T,USA,1
2357676,4,T,USA,2
2357807,2,T,USA,1
2357857,4,T,USA,1
2358317,4,T,USA,2
2358980,4,T,other,2
2359014,4,T,USA,2
2359470,4,T,other,3
2359505,4,F,other,2
2359625,4,T,other,1
2360108,4,T,other,1
2360397,3,F,other,3
2360614,4,T,USA,1
2360660,4,T,USA,1
2360675,3,T,USA,3
2360702,4,T,other,3
2360833,4,T,USA,2
2360852,4,T,USA,2
2360910,4,F,other,2
2360973,4,T,USA,2
2361193,3,T,USA,1
2361211,3,T,USA,3
2361281,2,T,USA,1
2361284,4,T,USA,2
2361450,3,T,USA,2
2361456,4,T,USA,1
2361575,4,T,France,3
2361748,4,T,USA,1
2361778,2,T,USA,1
2361784,3,T,USA,2
2361785,2,T,USA,2
2362113,2,T,UK,1
2362207,2,T,USA,1
2362428,4,T,USA,1
2363015,3,T,UK,3
2363269,4,T,USA,1
2363270,4,T,USA,1
2363738,4,T,USA,3
2363756,4,T,USA,2
2364254,4,T,USA,1
2364486,3,T,USA,3
2364498,4,T,USA,1
2364887,3,F,other,3
2364949,3,T,USA,2
2365078,4,T,USA,3
2365142,4,T,USA,1
2365297,4,T,USA,2
2365518,4,T,other,1
2365633,4,T,USA,2
2365831,1,T,USA,3
2365844,3,T,USA,3
2365920,4,T,USA,2
2366246,4,T,USA,2
2366248,4,T,USA,1
2366368,4,T,USA,2
2366403,4,T,USA,3
2366408,4,T,USA,3
2366649,2,T,USA,3
2366980,4,T,USA,3
2367023,4,T,UK,1
2367832,3,T,USA,3
2367921,4,T,UK,1
2367930,3,T,USA,3
2369177,4,T,USA,2
2369317,4,T,USA,1
2369519,4,T,USA,2
2369623,3,T,other,1
2370089,4,T,USA,3
2370348,3,T,USA,2
2370423,4,T,USA,1
2370472,2,T,UK,3
2370704,2,T,USA,3
2370742,4,F,other,3
2370772,3,F,other,3
2371045,2,T,USA,1
2371052,4,T,USA,1
2371246,4,T,USA,2
2371502,4,T,USA,2
2371509,4,T,USA,1
2371602,3,T,USA,2
2371603,4,T,USA,3
2371610,4,T,USA,2
2371611,4,T,USA,3
2371648,4,T,USA,3
2371651,4,T,USA,3
2371654,4,T,USA,2
2371692,3,T,USA,3
2371705,3,T,USA,3
2371726,3,T,USA,3
2371778,4,T,USA,3
2371786,3,T,USA,3
2371787,3,T,USA,3
2372012,3,T,USA,1
2372068,4,T,France,3
2372234,3,T,USA,3
2372328,4,T,USA,1
2372407,4,T,USA,3
2373106,4,T,USA,1
2373212,4,T,USA,3
2373221,4,T,USA,2
2373241,4,T,other,3
2373256,4,T,USA,2
2373364,2,T,USA,1
2373434,4,T,USA,2
2373470,4,T,USA,3
2373573,4,F,other,1
2373941,4,T,USA,3
2374542,4,T,UK,2
2374584,4,T,USA,2
2374677,4,T,USA,2
2374686,4,T,UK,2
2375093,4,T,USA,2
2375659,4,T,UK,2
2375749,3,T,USA,2
2375846,4,T,USA,1
2375950,4,T,USA,1
2376295,2,T,USA,2
2376870,4,T,USA,3
2377049,4,T,USA,1
2377127,3,T,USA,1
2377173,4,T,other,1
2377282,2,T,USA,2
2377877,4,T,USA,2
2378398,4,T,other,1
2378535,4,T,other,2
2378594,4,T,USA,2
2378750,3,T,USA,3
2378853,4,T,USA,3
2379184,4,T,other,1
2379192,4,T,other,2
2380109,4,T,USA,3
2380932,4,T,USA,3
2380949,4,T,USA,1
2380982,3,T,USA,3
2381332,4,T,UK,1
2381528,4,T,USA,2
2381959,2,T,USA,1
2382368,4,T,USA,3
2382687,3,F,other,3
2383252,2,T,USA,3
2383280,4,T,USA,2
2383305,4,T,USA,1
2383350,4,T,other,3
2383956,4,T,UK,2
2384304,4,F,other,1
2384418,3,T,UK,3
2384520,3,T,UK,3
2384532,3,T,USA,3
2384535,3,T,UK,3
2384536,4,T,UK,3
2384735,4,T,USA,1
2385207,4,T,USA,1
2385744,4,T,USA,3
2385772,4,T,USA,2
2386139,2,T,USA,2
2386293,4,T,USA,2
2387087,3,T,USA,1
2387903,4,T,USA,1
2388125,4,T,USA,1
2388316,4,T,UK,3
2388445,4,T,USA,2
2388540,4,T,USA,3
2388613,4,T,USA,2
2388702,3,T,USA,3
2388790,4,T,USA,3
2388990,4,T,USA,2
2389414,4,T,USA,1
2390303,4,F,other,2
2390631,2,T,USA,1
2390996,3,T,USA,2
2391515,4,F,other,1
2392001,4,F,UK,2
2392533,4,T,USA,2
2393241,3,T,USA,1
2393853,4,T,USA,1
2393856,4,T,USA,1
2393876,4,T,USA,2
2393957,3,T,USA,1
2394155,4,T,USA,2
2394206,4,T,USA,1
2394293,4,T,USA,2
2394728,4,F,other,3
2395044,4,F,other,3
2395255,4,T,USA,2
2395942,4,T,USA,2
2395953,2,T,USA,1
2396028,4,F,other,3
2396330,4,T,USA,1
2396366,4,T,USA,1
2396390,2,T,USA,3
2397128,3,T,USA,3
2397272,4,T,other,2
2397663,4,T,other,3
2397781,4,T,USA,2
2398900,4,T,USA,1
2398907,4,T,USA,1
2398908,4,T,USA,2
2400037,4,T,USA,2
2400056,4,T,USA,1
2400921,3,T,USA,2
2401353,4,F,France,1
2401441,4,T,USA,3
2401724,4,T,USA,2
2401750,4,T,USA,3
2401814,3,T,USA,3
2402234,3,T,USA,1
2402490,1,T,USA,3
2402836,4,F,other,1
2402907,3,T,USA,2
2403659,3,T,USA,3
2403807,4,T,USA,2
2403883,4,T,USA,3
2404002,4,T,USA,2
2404248,4,T,USA,2
2404464,4,T,USA,2
2404844,4,T,USA,1
2405097,2,T,UK,1
2405559,3,T,USA,1
2405780,3,T,UK,1
2405818,3,T,USA,1
2405835,4,T,USA,3
2405972,4,T,UK,3
2406080,4,T,USA,2
2406092,4,T,USA,1
2406259,3,T,USA,2
2406308,4,T,USA,1
2406458,4,F,UK,2
2406464,4,T,other,2
2406475,2,T,USA,2
2406479,4,T,USA,1
2406492,4,T,USA,2
2406749,2,T,UK,2
2406808,4,T,USA,3
2406910,4,T,USA,2
2407102,3,T,USA,1
2407115,4,T,USA,2
2407308,4,T,USA,1
2407502,4,T,USA,3
2407577,3,T,USA,3
2408078,3,T,USA,3
2408096,2,T,USA,1
2408133,4,T,USA,3
2408166,3,T,USA,2
2408167,3,T,USA,1
2408389,3,T,USA,1
2408482,4,T,USA,3
2408762,4,T,USA,3
2408977,2,T,USA,3
2409051,4,T,other,3
2409070,4,T,USA,3
2409105,4,T,USA,2
2409402,4,T,USA,1
2409655,3,T,USA,1
2409708,4,T,USA,1
2409717,4,T,USA,1
2409764,4,T,USA,2
2409949,3,T,USA,3
2410182,4,T,USA,3
2410273,2,T,USA,3
2410338,2,T,USA,1
2410484,3,T,USA,2
2410667,4,T,USA,2
2410686,3,T,USA,1
2410691,2,T,USA,1
2410916,3,T,UK,1
2410977,4,T,other,1
2411034,4,T,USA,2
2411035,1,T,USA,0
2411215,4,T,USA,2
2411361,4,T,USA,3
2411492,4,T,USA,3
2411558,1,T,USA,1
2411762,4,T,USA,3
2411839,2,T,USA,3
2412295,4,T,USA,1
2412397,4,T,USA,1
2412502,3,T,USA,2
2412514,2,T,USA,1
2412518,3,T,USA,3
2412620,4,T,USA,2
2412638,4,T,USA,1
2412676,4,T,USA,1
2412686,4,T,USA,3
2412740,4,T,USA,1
2412859,2,T,USA,3
2412879,4,T,USA,2
2412918,4,T,UK,1
2412945,2,T,USA,1
2413158,4,T,USA,3
2413168,3,T,USA,3
2413457,4,T,USA,1
2413536,3,T,USA,2
2413799,4,T,USA,1
2413948,3,T,USA,1
2414050,4,T,USA,1
2414153,3,T,USA,2
2414225,3,T,USA,3
2414400,2,T,USA,1
2414419,4,T,USA,3
2414571,4,T,USA,3
2414595,4,T,USA,3
2414767,4,T,other,2
2414877,4,T,UK,1
2415240,4,T,USA,3
2415387,3,T,USA,0
2415427,3,T,UK,3
2415482,4,T,USA,1
2415512,3,T,USA,1
2415560,4,T,USA,1
2415703,4,T,USA,2
2415723,4,T,USA,1
2415946,3,T,USA,3
2415964,3,T,UK,3
2415971,4,T,USA,3
2416139,2,T,USA,2
2416189,4,T,USA,1
2416319,3,T,USA,2
2416380,4,T,USA,2
2416410,4,T,UK,2
2416504,3,T,USA,3
2416982,1,T,USA,1
2417002,4,T,USA,2
2417211,4,F,France,3
2417216,4,T,USA,2
2417640,3,T,USA,3
2418230,3,T,USA,1
2418253,4,T,other,1
2418326,3,T,USA,2
2418525,4,T,USA,2
2418557,4,T,France,2
2418562,4,T,France,2
2418704,4,T,USA,3
2418726,3,T,USA,3
2419706,4,T,USA,3
2419797,2,F,USA,1
2419835,1,T,USA,0
2419930,3,T,UK,1
2419964,4,T,USA,2
2420111,4,T,USA,3
2420229,4,T,UK,1
2420761,4,T,USA,3
2420795,4,T,USA,3
2421052,4,T,other,3
2421210,3,T,USA,1
2421254,3,T,USA,3
2421550,4,T,USA,3
2421643,3,T,USA,3
2421720,4,T,UK,3
2421914,4,T,USA,3
2422396,4,T,USA,2
2422513,4,T,USA,2
2422712,4,T,USA,1
2422818,2,T,USA,2
2422979,4,T,USA,3
2422996,4,T,USA,2
2423002,4,T,USA,1
2423004,4,T,other,2
2423044,4,T,USA,3
2423061,4,T,USA,1
2423072,4,T,USA,1
2423104,4,T,USA,1
2423139,4,T,UK,3
2423315,4,T,USA,2
2423437,3,T,UK,1
2423557,4,T,USA,2
2424023,3,T,USA,1
2424038,4,T,USA,3
2424563,2,T,USA,1
2424628,4,T,other,1
2424777,3,T,USA,2
2425159,3,T,USA,2
2425160,4,T,USA,1
2425205,4,T,USA,2
2425222,3,T,UK,3
2425640,4,T,UK,1
2425835,3,T,UK,2
2425880,3,T,USA,2
2425936,4,T,USA,3
2425966,3,T,USA,3
2426074,4,T,USA,2
2426553,3,T,UK,3
2426757,4,T,USA,3
2427282,4,T,USA,1
2427355,4,T,USA,3
2427591,3,T,UK,2
2428475,4,T,USA,3
2428555,4,T,other,3
2428578,3,T,USA,2
2428775,3,T,USA,3
2428934,4,T,UK,3
2429043,4,T,USA,3
2429253,4,T,France,3
2429270,2,T,UK,2
2429271,4,T,UK,2
2429381,3,T,USA,1
2429382,4,T,USA,2
2429495,4,T,USA,3
2429506,4,T,UK,2
2429962,4,T,USA,3
2430234,3,T,USA,3
2430236,4,T,USA,3
2430482,4,T,UK,1
2430658,4,T,USA,3
2430810,4,T,USA,2
2430959,4,T,UK,3
2431294,4,T,USA,3
2431451,2,T,UK,3
2431691,4,T,USA,2
2431715,4,T,USA,2
2432016,3,T,USA,2
2432049,4,T,France,3
2432285,2,T,USA,2
2432392,4,T,UK,2
2432424,3,T,UK,2
2432757,4,T,USA,3
2433039,4,T,USA,2
2433086,4,T,USA,3
2433193,4,F,other,2
2433314,3,T,USA,2
2433445,4,T,USA,1
2433450,4,T,USA,1
2433612,3,T,USA,1
2433613,4,T,USA,2
2433626,4,T,USA,2
2433700,2,T,USA,1
2433734,3,T,USA,1
2434036,3,T,USA,1
2434412,3,T,USA,1
2434561,3,T,USA,2
2434664,4,T,other,3
2434795,4,T,USA,3
2434818,4,T,UK,1
2434846,4,T,USA,2
2434873,3,T,USA,2
2434963,3,T,USA,3
2435197,4,T,USA,3
2435394,4,T,USA,2
2435509,4,T,other,1
2435520,4,T,USA,1
2435620,3,T,USA,2
2435625,2,T,USA,2
2435692,1,T,USA,0
2435697,4,T,UK,3
2435713,4,T,other,3
2435881,4,T,USA,3
2435972,2,T,USA,2
2435974,4,T,USA,2
2435997,2,T,USA,1
2436084,3,T,USA,1
2436288,4,T,USA,3
2437007,3,T,USA,3
2437039,4,T,France,2
2437062,4,T,USA,1
2437170,3,T,USA,1
2437277,3,T,USA,3
2437299,3,T,USA,3
2437300,4,T,USA,3
2437320,3,T,other,2
2437321,4,F,other,2
2437383,1,T,USA,1
2437434,4,T,USA,3
2437452,4,T,USA,1
2437630,3,T,USA,2
2437728,2,T,USA,3
2437803,4,T,USA,2
2437961,3,T,USA,3
2437988,4,T,USA,3
2438101,4,T,UK,3
2438147,3,T,USA,2
2438272,2,T,USA,3
2438279,4,T,USA,2
2438541,2,T,USA,3
2438568,3,T,USA,3
2438716,3,T,USA,1
2438760,4,T,USA,1
2438765,3,T,UK,1
2438827,3,T,USA,3
2438866,3,T,USA,3
2438986,4,T,USA,1
2439001,2,T,USA,3
2439154,2,T,USA,3
2439306,4,T,USA,3
2439451,4,T,USA,3
2439616,4,T,USA,2
2439860,3,T,UK,3
2440155,4,T,USA,3
2440247,4,T,UK,1
2440300,3,T,USA,3
2440730,4,T,USA,3
2440732,3,T,UK,3
2440733,4,T,USA,3
2441467,4,T,USA,3
2441476,4,T,USA,2
2441559,3,T,USA,1
2441791,4,T,USA,1
2441957,2,T,USA,1
2442181,3,T,USA,1
2442666,4,T,USA,3
2442759,4,T,USA,3
2442836,4,T,France,3
2443071,4,T,USA,1
2443099,4,T,other,3
2443201,3,T,USA,1
2443214,4,T,UK,3
2443380,4,T,USA,1
2443403,3,T,UK,2
2443509,4,T,USA,3
2443522,4,T,USA,3
2443624,4,T,USA,3
2443655,3,T,USA,3
2443779,4,T,USA,3
2443864,3,T,USA,3
2444103,4,T,USA,2
2444128,4,T,USA,2
2444223,3,T,other,1
2444273,4,T,USA,1
2444351,4,T,USA,2
2444539,4,T,USA,3
2444638,4,T,UK,3
2444642,3,T,USA,2
2444704,4,T,USA,3
2444722,2,T,USA,2
2445189,2,T,USA,1
2445248,3,T,UK,2
2445287,4,T,USA,1
2445390,4,T,USA,2
2445527,4,T,USA,3
2445594,3,T,USA,1
2445757,3,T,USA,1
2445763,4,T,USA,1
2445832,4,T,USA,2
2445853,3,T,USA,1
2446143,4,T,USA,1
2446151,4,T,USA,2
2446203,4,T,USA,3
2446248,4,T,USA,0
2446368,3,T,USA,1
2446369,4,T,USA,3
2446421,4,T,USA,3
2446494,3,T,USA,3
2446501,4,T,USA,3
2446644,3,T,USA,1
2446778,1,T,USA,1
2446782,4,T,USA,2
2446984,3,T,USA,1
2447022,3,T,USA,1
2447027,3,T,UK,3
2447082,3,T,USA,3
2447114,4,T,USA,1
2447163,3,T,USA,3
2447164,4,T,USA,1
2447248,3,T,USA,2
2447823,2,T,USA,1
2447864,2,T,UK,2
2448078,4,T,UK,3
2448577,4,T,USA,1
2448585,4,T,USA,3
2448629,3,T,USA,2
2448671,4,T,other,3
2448908,4,T,USA,1
2449148,3,T,USA,3
2449330,4,T,France,2
2449449,1,T,USA,0
2449498,4,T,USA,3
2449525,4,T,USA,1
2449530,2,T,USA,3
2449729,4,T,other,2
2449747,4,T,USA,3
2450038,4,T,UK,3
2450051,4,T,USA,1
2450102,4,T,UK,2
2450394,3,T,USA,1
2450589,4,T,USA,1
2450945,4,T,USA,1
2451008,2,T,USA,3
2451328,4,T,USA,1
2451386,4,T,USA,1
2451456,4,T,USA,1
2451832,4,T,USA,1
2451897,2,T,USA,1
2451910,4,T,USA,1
2451959,3,T,USA,1
2452304,4,T,USA,3
2452309,1,T,UK,0
2452580,3,T,USA,3
2452617,4,T,USA,3
2452719,4,T,USA,2
2452768,3,T,USA,3
2452910,3,T,USA,3
2452938,3,T,USA,1
2452983,4,T,USA,2
2453256,4,T,France,2
2453314,2,T,USA,2
2453333,4,T,USA,3
2453421,1,T,USA,0
2453494,4,T,USA,1
2453747,2,T,USA,2
2453777,4,T,USA,2
2454098,4,T,other,1
2454234,4,T,UK,2
2454636,3,T,USA,3
2455724,2,T,USA,2
2456019,4,T,USA,1
2456020,2,T,UK,1
2456021,3,T,USA,3
2456181,3,T,UK,3
2456218,4,T,USA,3
2456265,2,T,USA,2
2456292,2,T,USA,2
2456443,2,T,UK,0
2456555,4,T,other,1
2456557,3,T,USA,1
2456585,2,T,USA,3
2456586,3,T,UK,3
2456637,3,T,USA,3
2456741,2,T,UK,3
2456944,2,T,USA,1
2457168,4,T,USA,2
2457188,4,T,USA,3
2457234,3,T,USA,1
2457384,4,T,UK,1
2457395,4,T,other,2
2457441,4,T,USA,1
2457464,4,T,USA,3
2458438,4,T,USA,2
2458457,4,T,USA,2
2458634,3,T,USA,1
2458858,4,T,USA,3
2458984,4,T,USA,3
2459227,4,T,UK,3
2459369,4,T,USA,1
2459443,3,T,USA,1
2459538,4,T,USA,1
2459856,4,T,USA,2
2459965,4,T,USA,3
2460167,1,T,UK,1
2460382,2,T,USA,1
2460383,3,T,UK,1
2460384,4,T,USA,3
2460402,2,T,USA,1
2460404,2,T,USA,1
2460406,2,T,USA,1
2460410,2,T,USA,1
2460419,4,T,USA,1
2460422,3,T,UK,1
2460432,3,T,USA,1
2460492,4,T,USA,2
2461007,4,T,USA,1
2461085,4,T,USA,1
2461086,4,T,USA,1
2461096,4,T,USA,2
2461289,3,T,USA,3
2461385,4,T,other,1
2461485,4,T,other,3
2461549,4,T,UK,1
2461598,4,T,USA,3
2461618,3,T,other,0
2461620,4,T,USA,1
2461621,4,T,other,2
2461650,4,T,USA,3
2462106,4,T,USA,3
2462112,4,T,USA,2
2462153,4,T,USA,2
2462177,4,T,USA,2
2462304,4,T,USA,1
2462408,3,T,USA,2
2462515,4,T,USA,1
2462595,4,T,other,3
2462958,3,T,USA,2
2462959,4,T,USA,1
2463037,4,T,USA,3
